,DataPoint,Cycle Index,Step Index,Step Type,Time,Total Time,Current(A),Voltage(V),Capacity(Ah),Energy(Wh),Date,Power(W),V1(V),T1(℃),Aux. ΔV(V),Aux. ΔT(℃)
181,182,1,2,CC Chg,00:02:30,00:02:59,0.00099,1.0785,4e-05,4e-05,2024-07-30 20:17:10,0.00107,1.0736,25.1,0,0
182,183,1,2,CC Chg,00:02:31,00:03:00,0.00098,1.0717,4e-05,4e-05,2024-07-30 20:17:11,0.00105,1.0697,25.1,0,0
183,184,1,2,CC Chg,00:02:32,00:03:01,0.00099,1.0751,4e-05,4e-05,2024-07-30 20:17:12,0.00107,1.0702,25.1,0,0
184,185,1,2,CC Chg,00:02:33,00:03:02,0.00098,1.0711,4e-05,4e-05,2024-07-30 20:17:13,0.00105,1.0705,25.1,0,0
185,186,1,2,CC Chg,00:02:34,00:03:03,0.00099,1.0704,4e-05,5e-05,2024-07-30 20:17:14,0.00106,1.0789,25.1,0,0
186,187,1,2,CC Chg,00:02:35,00:03:04,0.00099,1.0785,4e-05,5e-05,2024-07-30 20:17:15,0.00107,1.0703,25.1,0,0
187,188,1,2,CC Chg,00:02:36,00:03:05,0.00098,1.072,4e-05,5e-05,2024-07-30 20:17:16,0.00105,1.0686,25.1,0,0
188,189,1,2,CC Chg,00:02:37,00:03:06,0.00099,1.0773,4e-05,5e-05,2024-07-30 20:17:17,0.00107,1.0719,25.1,0,0
189,190,1,2,CC Chg,00:02:38,00:03:07,0.00098,1.0711,4e-05,5e-05,2024-07-30 20:17:18,0.00105,1.0685,25.1,0,0
190,191,1,2,CC Chg,00:02:39,00:03:08,0.00099,1.0698,4e-05,5e-05,2024-07-30 20:17:19,0.00106,1.0679,25.1,0,0
191,192,1,2,CC Chg,00:02:40,00:03:09,0.00098,1.0757,4e-05,5e-05,2024-07-30 20:17:20,0.00105,1.0708,25.1,0,0
192,193,1,2,CC Chg,00:02:41,00:03:10,0.00099,1.072,4e-05,5e-05,2024-07-30 20:17:21,0.00106,1.0765,25.1,0,0
193,194,1,2,CC Chg,00:02:42,00:03:11,0.00099,1.0776,4e-05,5e-05,2024-07-30 20:17:22,0.00107,1.0725,25.1,0,0
194,195,1,2,CC Chg,00:02:43,00:03:12,0.00098,1.0711,4e-05,5e-05,2024-07-30 20:17:23,0.00105,1.0709,25.1,0,0
195,196,1,2,CC Chg,00:02:44,00:03:13,0.00099,1.0701,4e-05,5e-05,2024-07-30 20:17:24,0.00106,1.0706,25.1,0,0
196,197,1,2,CC Chg,00:02:45,00:03:14,0.00098,1.0757,5e-05,5e-05,2024-07-30 20:17:25,0.00105,1.0689,24.9,0,0
197,198,1,2,CC Chg,00:02:46,00:03:15,0.00098,1.0735,5e-05,5e-05,2024-07-30 20:17:26,0.00105,1.0689,24.9,0,0
198,199,1,2,CC Chg,00:02:47,00:03:16,0.00099,1.0785,5e-05,5e-05,2024-07-30 20:17:27,0.00107,1.0742,25.1,0,0
199,200,1,2,CC Chg,00:02:48,00:03:17,0.00098,1.0729,5e-05,5e-05,2024-07-30 20:17:28,0.00105,1.0728,25.1,0,0
200,201,1,2,CC Chg,00:02:49,00:03:18,0.00099,1.077,5e-05,5e-05,2024-07-30 20:17:29,0.00107,1.0714,25.1,0,0
201,202,1,2,CC Chg,00:02:50,00:03:19,0.00099,1.0717,5e-05,5e-05,2024-07-30 20:17:30,0.00106,1.0719,25.1,0,0
202,203,1,2,CC Chg,00:02:51,00:03:20,0.00099,1.0763,5e-05,5e-05,2024-07-30 20:17:31,0.00107,1.0692,25.1,0,0
203,204,1,2,CC Chg,00:02:52,00:03:21,0.00098,1.0723,5e-05,5e-05,2024-07-30 20:17:32,0.00105,1.0706,25.1,0,0
204,205,1,2,CC Chg,00:02:53,00:03:22,0.00099,1.0757,5e-05,5e-05,2024-07-30 20:17:33,0.00107,1.0765,24.9,0,0
205,206,1,2,CC Chg,00:02:54,00:03:23,0.00098,1.0745,5e-05,5e-05,2024-07-30 20:17:34,0.00105,1.0717,25.1,0,0
206,207,1,2,CC Chg,00:02:55,00:03:24,0.00099,1.0701,5e-05,5e-05,2024-07-30 20:17:35,0.00106,1.07,24.9,0,0
207,208,1,2,CC Chg,00:02:56,00:03:25,0.00098,1.0751,5e-05,5e-05,2024-07-30 20:17:36,0.00105,1.0714,25.1,0,0
208,209,1,2,CC Chg,00:02:57,00:03:26,0.00099,1.0751,5e-05,5e-05,2024-07-30 20:17:37,0.00107,1.0759,24.9,0,0
209,210,1,2,CC Chg,00:02:58,00:03:27,0.00098,1.0779,5e-05,5e-05,2024-07-30 20:17:38,0.00106,1.0709,25.1,0,0
210,211,1,2,CC Chg,00:02:59,00:03:28,0.00099,1.0735,5e-05,5e-05,2024-07-30 20:17:39,0.00106,1.0694,24.9,0,0
211,212,1,2,CC Chg,00:03:00,00:03:29,0.00098,1.077,5e-05,5e-05,2024-07-30 20:17:40,0.00105,1.0711,25.1,0,0
212,213,1,2,CC Chg,00:03:01,00:03:30,0.00099,1.0711,5e-05,5e-05,2024-07-30 20:17:41,0.00106,1.0789,25.1,0,0
213,214,1,2,CC Chg,00:03:02,00:03:31,0.00098,1.0763,5e-05,5e-05,2024-07-30 20:17:42,0.00105,1.0711,25.1,0,0
214,215,1,2,CC Chg,00:03:03,00:03:32,0.00099,1.0754,5e-05,5e-05,2024-07-30 20:17:43,0.00107,1.0697,25.1,0,0
215,216,1,2,CC Chg,00:03:04,00:03:33,0.00099,1.076,5e-05,5e-05,2024-07-30 20:17:44,0.00107,1.0706,25.1,0,0
216,217,1,2,CC Chg,00:03:05,00:03:34,0.00099,1.0754,5e-05,5e-05,2024-07-30 20:17:45,0.00107,1.0728,24.9,0,0
217,218,1,2,CC Chg,00:03:06,00:03:35,0.00098,1.0735,5e-05,5e-05,2024-07-30 20:17:46,0.00105,1.0717,25.1,0,0
218,219,1,2,CC Chg,00:03:07,00:03:36,0.00099,1.0695,5e-05,5e-05,2024-07-30 20:17:47,0.00106,1.0702,25.1,0,0
219,220,1,2,CC Chg,00:03:08,00:03:37,0.00098,1.0735,5e-05,6e-05,2024-07-30 20:17:48,0.00105,1.0736,25.1,0,0
220,221,1,2,CC Chg,00:03:09,00:03:38,0.00099,1.0745,5e-05,6e-05,2024-07-30 20:17:49,0.00107,1.0717,24.9,0,0
221,222,1,2,CC Chg,00:03:09,00:03:39,0.00047,-0.0018,5e-05,6e-05,2024-07-30 20:17:50,0.0,0.0376,25.1,0,0
222,223,1,2,CC Chg,00:03:10,00:03:40,0.00095,1.0611,5e-05,6e-05,2024-07-30 20:17:51,0.00101,1.0692,24.9,0,0
223,224,1,2,CC Chg,00:03:11,00:03:41,0.00097,1.0708,5e-05,6e-05,2024-07-30 20:17:52,0.00104,1.0716,25.1,0,0
224,225,1,2,CC Chg,00:03:12,00:03:42,0.00097,1.0773,5e-05,6e-05,2024-07-30 20:17:53,0.00105,1.0706,25.1,0,0
225,226,1,2,CC Chg,00:03:13,00:03:43,0.00097,1.0704,5e-05,6e-05,2024-07-30 20:17:54,0.00104,1.0686,24.9,0,0
226,227,1,2,CC Chg,00:03:14,00:03:44,0.00098,1.0698,5e-05,6e-05,2024-07-30 20:17:55,0.00105,1.0731,24.9,0,0
227,228,1,2,CC Chg,00:03:15,00:03:45,0.00098,1.0711,5e-05,6e-05,2024-07-30 20:17:56,0.00105,1.0708,24.9,0,0
228,229,1,2,CC Chg,00:03:16,00:03:46,0.00098,1.0751,5e-05,6e-05,2024-07-30 20:17:57,0.00105,1.0717,25.1,0,0
229,230,1,2,CC Chg,00:03:17,00:03:47,0.00098,1.072,5e-05,6e-05,2024-07-30 20:17:58,0.00105,1.0699,24.9,0,0
230,231,1,2,CC Chg,00:03:18,00:03:48,0.00098,1.0751,5e-05,6e-05,2024-07-30 20:17:59,0.00105,1.0769,24.9,0,0
231,232,1,2,CC Chg,00:03:19,00:03:49,0.00098,1.0754,5e-05,6e-05,2024-07-30 20:18:00,0.00105,1.0723,24.9,0,0
232,233,1,2,CC Chg,00:03:20,00:03:50,0.00099,1.072,5e-05,6e-05,2024-07-30 20:18:01,0.00106,1.0712,25.1,0,0
233,234,1,2,CC Chg,00:03:21,00:03:51,0.00099,1.0776,6e-05,6e-05,2024-07-30 20:18:02,0.00107,1.0692,25.1,0,0
234,235,1,2,CC Chg,00:03:22,00:03:52,0.00099,1.0729,6e-05,6e-05,2024-07-30 20:18:03,0.00106,1.0739,25.1,0,0
235,236,1,2,CC Chg,00:03:23,00:03:53,0.00099,1.0785,6e-05,6e-05,2024-07-30 20:18:04,0.00107,1.0752,25.1,0,0
236,237,1,2,CC Chg,00:03:24,00:03:54,0.00098,1.0723,6e-05,6e-05,2024-07-30 20:18:05,0.00105,1.0711,24.9,0,0
237,238,1,2,CC Chg,00:03:25,00:03:55,0.00099,1.0745,6e-05,6e-05,2024-07-30 20:18:06,0.00107,1.0699,25.1,0,0
238,239,1,2,CC Chg,00:03:26,00:03:56,0.00098,1.0708,6e-05,6e-05,2024-07-30 20:18:07,0.00105,1.0705,25.1,0,0
239,240,1,2,CC Chg,00:03:27,00:03:57,0.00099,1.0751,6e-05,6e-05,2024-07-30 20:18:08,0.00107,1.0772,24.9,0,0
240,241,1,2,CC Chg,00:03:28,00:03:58,0.00098,1.0708,6e-05,6e-05,2024-07-30 20:18:09,0.00105,1.0723,25.1,0,0
241,242,1,2,CC Chg,00:03:29,00:03:59,0.00099,1.0745,6e-05,6e-05,2024-07-30 20:18:10,0.00107,1.0712,25.1,0,0
242,243,1,2,CC Chg,00:03:30,00:04:00,0.00099,1.0717,6e-05,6e-05,2024-07-30 20:18:11,0.00106,1.0694,25.1,0,0
243,244,1,2,CC Chg,00:03:31,00:04:01,0.00099,1.0695,6e-05,6e-05,2024-07-30 20:18:12,0.00106,1.0711,24.9,0,0
244,245,1,2,CC Chg,00:03:32,00:04:02,0.00098,1.0711,6e-05,6e-05,2024-07-30 20:18:13,0.00105,1.0742,25.1,0,0
245,246,1,2,CC Chg,00:03:33,00:04:03,0.00099,1.0745,6e-05,6e-05,2024-07-30 20:18:14,0.00107,1.0706,25.1,0,0
246,247,1,2,CC Chg,00:03:34,00:04:04,0.00098,1.0717,6e-05,6e-05,2024-07-30 20:18:15,0.00105,1.0716,24.9,0,0
247,248,1,2,CC Chg,00:03:35,00:04:05,0.00099,1.0739,6e-05,6e-05,2024-07-30 20:18:16,0.00107,1.0672,24.9,0,0
248,249,1,2,CC Chg,00:03:36,00:04:06,0.00098,1.0714,6e-05,6e-05,2024-07-30 20:18:17,0.00105,1.0792,24.9,0,0
249,250,1,2,CC Chg,00:03:37,00:04:07,0.00099,1.0698,6e-05,6e-05,2024-07-30 20:18:18,0.00106,1.0722,25.1,0,0
250,251,1,2,CC Chg,00:03:38,00:04:08,0.00098,1.0732,6e-05,6e-05,2024-07-30 20:18:19,0.00105,1.0703,25.1,0,0
251,252,1,2,CC Chg,00:03:39,00:04:09,0.00099,1.0745,6e-05,6e-05,2024-07-30 20:18:20,0.00107,1.0682,24.9,0,0
252,253,1,2,CC Chg,00:03:40,00:04:10,0.00099,1.0726,6e-05,6e-05,2024-07-30 20:18:21,0.00106,1.076,25.1,0,0
253,254,1,2,CC Chg,00:03:41,00:04:11,0.00099,1.0739,6e-05,7e-05,2024-07-30 20:18:22,0.00107,1.0689,24.9,0,0
254,255,1,2,CC Chg,00:03:42,00:04:12,0.00098,1.072,6e-05,7e-05,2024-07-30 20:18:23,0.00105,1.0697,25.1,0,0
255,256,1,2,CC Chg,00:03:43,00:04:13,0.00099,1.0692,6e-05,7e-05,2024-07-30 20:18:24,0.00106,1.0689,25.1,0,0
256,257,1,2,CC Chg,00:03:44,00:04:14,0.00098,1.0711,6e-05,7e-05,2024-07-30 20:18:25,0.00105,1.0759,25.1,0,0
257,258,1,2,CC Chg,00:03:45,00:04:15,0.00099,1.0739,6e-05,7e-05,2024-07-30 20:18:26,0.00107,1.0726,24.9,0,0
258,259,1,2,CC Chg,00:03:46,00:04:16,0.00098,1.0704,6e-05,7e-05,2024-07-30 20:18:27,0.00105,1.0708,25.1,0,0
259,260,1,2,CC Chg,00:03:47,00:04:17,0.00099,1.0742,6e-05,7e-05,2024-07-30 20:18:28,0.00107,1.0797,25.1,0,0
260,261,1,2,CC Chg,00:03:48,00:04:18,0.00098,1.072,6e-05,7e-05,2024-07-30 20:18:29,0.00105,1.0712,25.1,0,0
261,262,1,2,CC Chg,00:03:49,00:04:19,0.00099,1.0704,6e-05,7e-05,2024-07-30 20:18:30,0.00106,1.0676,25.1,0,0
262,263,1,2,CC Chg,00:03:50,00:04:20,0.00098,1.0711,6e-05,7e-05,2024-07-30 20:18:31,0.00105,1.0759,25.1,0,0
263,264,1,2,CC Chg,00:03:51,00:04:21,0.00099,1.076,6e-05,7e-05,2024-07-30 20:18:32,0.00107,1.0717,25.1,0,0
264,265,1,2,CC Chg,00:03:52,00:04:22,0.00099,1.0714,6e-05,7e-05,2024-07-30 20:18:33,0.00106,1.0683,25.1,0,0
265,266,1,2,CC Chg,00:03:53,00:04:23,0.00099,1.0779,6e-05,7e-05,2024-07-30 20:18:34,0.00107,1.0739,25.1,0,0
266,267,1,2,CC Chg,00:03:54,00:04:24,0.00099,1.0735,6e-05,7e-05,2024-07-30 20:18:35,0.00106,1.0714,25.1,0,0
267,268,1,2,CC Chg,00:03:55,00:04:25,0.00099,1.0757,6e-05,7e-05,2024-07-30 20:18:36,0.00107,1.0705,25.1,0,0
268,269,1,2,CC Chg,00:03:56,00:04:26,0.00099,1.0701,6e-05,7e-05,2024-07-30 20:18:37,0.00106,1.0717,24.9,0,0
269,270,1,2,CC Chg,00:03:57,00:04:27,0.00098,1.072,7e-05,7e-05,2024-07-30 20:18:38,0.00105,1.0699,24.9,0,0
270,271,1,2,CC Chg,00:03:58,00:04:28,0.00099,1.0745,7e-05,7e-05,2024-07-30 20:18:39,0.00107,1.0722,24.9,0,0
271,272,1,2,CC Chg,00:03:59,00:04:29,0.00098,1.0711,7e-05,7e-05,2024-07-30 20:18:40,0.00105,1.0708,24.9,0,0
272,273,1,2,CC Chg,00:04:00,00:04:30,0.00099,1.0757,7e-05,7e-05,2024-07-30 20:18:41,0.00107,1.0689,25.1,0,0
273,274,1,2,CC Chg,00:04:01,00:04:31,0.00099,1.0717,7e-05,7e-05,2024-07-30 20:18:42,0.00106,1.0725,25.1,0,0
274,275,1,2,CC Chg,00:04:02,00:04:32,0.00099,1.0766,7e-05,7e-05,2024-07-30 20:18:43,0.00107,1.0711,24.9,0,0
275,276,1,2,CC Chg,00:04:03,00:04:33,0.00098,1.0711,7e-05,7e-05,2024-07-30 20:18:44,0.00105,1.068,25.1,0,0
276,277,1,2,CC Chg,00:04:04,00:04:34,0.00099,1.0773,7e-05,7e-05,2024-07-30 20:18:45,0.00107,1.074,24.9,0,0
277,278,1,2,CC Chg,00:04:05,00:04:35,0.00099,1.0711,7e-05,7e-05,2024-07-30 20:18:46,0.00106,1.0706,24.9,0,0
278,279,1,2,CC Chg,00:04:06,00:04:36,0.00099,1.0751,7e-05,7e-05,2024-07-30 20:18:47,0.00107,1.0708,25.1,0,0
279,280,1,2,CC Chg,00:04:07,00:04:37,0.00099,1.0745,7e-05,7e-05,2024-07-30 20:18:48,0.00107,1.0751,25.1,0,0
280,281,1,2,CC Chg,00:04:08,00:04:38,0.00098,1.0732,7e-05,7e-05,2024-07-30 20:18:49,0.00105,1.0711,25.1,0,0
281,282,1,2,CC Chg,00:04:09,00:04:39,0.00099,1.0701,7e-05,7e-05,2024-07-30 20:18:50,0.00106,1.0686,24.9,0,0
282,283,1,2,CC Chg,00:04:10,00:04:40,0.00098,1.0729,7e-05,7e-05,2024-07-30 20:18:51,0.00105,1.0746,24.9,0,0
283,284,1,2,CC Chg,00:04:11,00:04:41,0.00099,1.0698,7e-05,7e-05,2024-07-30 20:18:52,0.00106,1.0711,25.1,0,0
284,285,1,2,CC Chg,00:04:12,00:04:42,0.00098,1.0711,7e-05,7e-05,2024-07-30 20:18:53,0.00105,1.0692,24.9,0,0
285,286,1,2,CC Chg,00:04:13,00:04:43,0.00099,1.0751,7e-05,7e-05,2024-07-30 20:18:54,0.00107,1.0788,24.9,0,0
286,287,1,2,CC Chg,00:04:14,00:04:44,0.00099,1.0704,7e-05,7e-05,2024-07-30 20:18:55,0.00106,1.0706,24.9,0,0
287,288,1,2,CC Chg,00:04:15,00:04:45,0.00099,1.0704,7e-05,8e-05,2024-07-30 20:18:56,0.00106,1.0702,24.9,0,0
288,289,1,2,CC Chg,00:04:16,00:04:46,0.00098,1.0711,7e-05,8e-05,2024-07-30 20:18:57,0.00105,1.0768,25.1,0,0
289,290,1,2,CC Chg,00:04:17,00:04:47,0.00099,1.0704,7e-05,8e-05,2024-07-30 20:18:58,0.00106,1.0694,24.9,0,0
290,291,1,2,CC Chg,00:04:18,00:04:48,0.00098,1.0714,7e-05,8e-05,2024-07-30 20:18:59,0.00105,1.0702,24.9,0,0
291,292,1,2,CC Chg,00:04:19,00:04:49,0.00099,1.0776,7e-05,8e-05,2024-07-30 20:19:00,0.00107,1.0709,24.9,0,0
292,293,1,2,CC Chg,00:04:20,00:04:50,0.00099,1.0717,7e-05,8e-05,2024-07-30 20:19:01,0.00106,1.0712,24.9,0,0
293,294,1,2,CC Chg,00:04:21,00:04:51,0.00099,1.0732,7e-05,8e-05,2024-07-30 20:19:02,0.00106,1.0719,24.9,0,0
294,295,1,2,CC Chg,00:04:22,00:04:52,0.00098,1.0698,7e-05,8e-05,2024-07-30 20:19:03,0.00105,1.0686,25.1,0,0
295,296,1,2,CC Chg,00:04:23,00:04:53,0.00099,1.0698,7e-05,8e-05,2024-07-30 20:19:04,0.00106,1.0686,25.1,0,0
296,297,1,2,CC Chg,00:04:24,00:04:54,0.00099,1.0704,7e-05,8e-05,2024-07-30 20:19:05,0.00106,1.0725,24.9,0,0
297,298,1,2,CC Chg,00:04:25,00:04:55,0.00099,1.0742,7e-05,8e-05,2024-07-30 20:19:06,0.00107,1.0691,24.9,0,0
298,299,1,2,CC Chg,00:04:26,00:04:56,0.00098,1.0717,7e-05,8e-05,2024-07-30 20:19:07,0.00105,1.0677,25.1,0,0
299,300,1,2,CC Chg,00:04:27,00:04:57,0.00099,1.0751,7e-05,8e-05,2024-07-30 20:19:08,0.00107,1.0723,25.1,0,0
300,301,1,2,CC Chg,00:04:28,00:04:58,0.00099,1.077,7e-05,8e-05,2024-07-30 20:19:09,0.00107,1.0725,24.9,0,0
301,302,1,2,CC Chg,00:04:29,00:04:59,0.00098,1.0717,7e-05,8e-05,2024-07-30 20:19:10,0.00105,1.0703,25.1,0,0
302,303,1,2,CC Chg,00:04:30,00:05:00,0.00099,1.0757,7e-05,8e-05,2024-07-30 20:19:11,0.00107,1.0717,25.1,0,0
303,304,1,2,CC Chg,00:04:31,00:05:01,0.00098,1.0701,7e-05,8e-05,2024-07-30 20:19:12,0.00105,1.0683,24.9,0,0
304,305,1,2,CC Chg,00:04:32,00:05:02,0.00099,1.0701,7e-05,8e-05,2024-07-30 20:19:13,0.00106,1.0683,25.1,0,0
305,306,1,2,CC Chg,00:04:33,00:05:03,0.00099,1.076,7e-05,8e-05,2024-07-30 20:19:14,0.00107,1.0757,24.9,0,0
306,307,1,2,CC Chg,00:04:34,00:05:04,0.00099,1.0717,8e-05,8e-05,2024-07-30 20:19:15,0.00106,1.0709,25.1,0,0
307,308,1,2,CC Chg,00:04:35,00:05:05,0.00099,1.0782,8e-05,8e-05,2024-07-30 20:19:16,0.00107,1.0705,24.9,0,0
308,309,1,2,CC Chg,00:04:36,00:05:06,0.00099,1.0708,8e-05,8e-05,2024-07-30 20:19:17,0.00106,1.0728,25.1,0,0
309,310,1,2,CC Chg,00:04:37,00:05:07,0.00099,1.0701,8e-05,8e-05,2024-07-30 20:19:18,0.00106,1.0686,25.1,0,0
310,311,1,2,CC Chg,00:04:38,00:05:08,0.00098,1.0732,8e-05,8e-05,2024-07-30 20:19:19,0.00105,1.0689,24.9,0,0
311,312,1,2,CC Chg,00:04:39,00:05:09,0.00099,1.0701,8e-05,8e-05,2024-07-30 20:19:20,0.00106,1.0729,24.9,0,0
312,313,1,2,CC Chg,00:04:40,00:05:10,0.00098,1.0763,8e-05,8e-05,2024-07-30 20:19:21,0.00105,1.0736,25.1,0,0
313,314,1,2,CC Chg,00:04:41,00:05:11,0.00099,1.076,8e-05,8e-05,2024-07-30 20:19:22,0.00107,1.0711,25.1,0,0
314,315,1,2,CC Chg,00:04:42,00:05:12,0.00099,1.0776,8e-05,8e-05,2024-07-30 20:19:23,0.00107,1.0723,25.1,0,0
315,316,1,2,CC Chg,00:04:43,00:05:13,0.00098,1.0717,8e-05,8e-05,2024-07-30 20:19:24,0.00105,1.0699,24.9,0,0
316,317,1,2,CC Chg,00:04:44,00:05:14,0.00099,1.0739,8e-05,8e-05,2024-07-30 20:19:25,0.00107,1.0705,25.1,0,0
317,318,1,2,CC Chg,00:04:45,00:05:15,0.00098,1.0711,8e-05,8e-05,2024-07-30 20:19:26,0.00105,1.0703,24.9,0,0
318,319,1,2,CC Chg,00:04:46,00:05:16,0.00099,1.0742,8e-05,8e-05,2024-07-30 20:19:27,0.00107,1.0763,25.1,0,0
319,320,1,2,CC Chg,00:04:47,00:05:17,0.00098,1.0739,8e-05,8e-05,2024-07-30 20:19:28,0.00105,1.0711,24.9,0,0
320,321,1,2,CC Chg,00:04:48,00:05:18,0.00099,1.0704,8e-05,8e-05,2024-07-30 20:19:29,0.00106,1.0711,25.1,0,0
321,322,1,2,CC Chg,00:04:49,00:05:19,0.00099,1.0782,8e-05,9e-05,2024-07-30 20:19:30,0.00107,1.0699,25.1,0,0
322,323,1,2,CC Chg,00:04:50,00:05:20,0.00099,1.0698,8e-05,9e-05,2024-07-30 20:19:31,0.00106,1.0676,24.9,0,0
323,324,1,2,CC Chg,00:04:51,00:05:21,0.00099,1.0739,8e-05,9e-05,2024-07-30 20:19:32,0.00107,1.0736,24.9,0,0
324,325,1,2,CC Chg,00:04:52,00:05:22,0.00098,1.0704,8e-05,9e-05,2024-07-30 20:19:33,0.00105,1.0739,25.1,0,0
325,326,1,2,CC Chg,00:04:53,00:05:23,0.00099,1.0695,8e-05,9e-05,2024-07-30 20:19:34,0.00106,1.0706,25.1,0,0
326,327,1,2,CC Chg,00:04:54,00:05:24,0.00098,1.0742,8e-05,9e-05,2024-07-30 20:19:35,0.00105,1.0685,24.9,0,0
327,328,1,2,CC Chg,00:04:55,00:05:25,0.00098,1.0735,8e-05,9e-05,2024-07-30 20:19:36,0.00105,1.0688,24.9,0,0
328,329,1,2,CC Chg,00:04:56,00:05:26,0.00099,1.0779,8e-05,9e-05,2024-07-30 20:19:37,0.00107,1.0709,25.1,0,0
329,330,1,2,CC Chg,00:04:57,00:05:27,0.00098,1.0726,8e-05,9e-05,2024-07-30 20:19:38,0.00105,1.0736,24.9,0,0
330,331,1,2,CC Chg,00:04:58,00:05:28,0.00099,1.076,8e-05,9e-05,2024-07-30 20:19:39,0.00107,1.0726,24.9,0,0
331,332,1,2,CC Chg,00:04:59,00:05:29,0.00098,1.0714,8e-05,9e-05,2024-07-30 20:19:40,0.00105,1.0689,24.9,0,0
332,333,1,2,CC Chg,00:05:00,00:05:30,0.00099,1.0779,8e-05,9e-05,2024-07-30 20:19:41,0.00107,1.07,24.9,0,0
333,334,1,2,CC Chg,00:05:01,00:05:31,0.00098,1.0732,8e-05,9e-05,2024-07-30 20:19:42,0.00105,1.0706,25.1,0,0
334,335,1,2,CC Chg,00:05:02,00:05:32,0.00099,1.0776,8e-05,9e-05,2024-07-30 20:19:43,0.00107,1.0723,25.1,0,0
335,336,1,2,CC Chg,00:05:03,00:05:33,0.00099,1.0745,8e-05,9e-05,2024-07-30 20:19:44,0.00107,1.07,24.9,0,0
336,337,1,2,CC Chg,00:05:04,00:05:34,0.00098,1.0763,8e-05,9e-05,2024-07-30 20:19:45,0.00105,1.0711,25.1,0,0
337,338,1,2,CC Chg,00:05:05,00:05:35,0.00099,1.0695,8e-05,9e-05,2024-07-30 20:19:46,0.00106,1.0702,24.9,0,0
338,339,1,2,CC Chg,00:05:06,00:05:36,0.00098,1.0757,8e-05,9e-05,2024-07-30 20:19:47,0.00105,1.0694,25.1,0,0
339,340,1,2,CC Chg,00:05:07,00:05:37,0.00099,1.0745,8e-05,9e-05,2024-07-30 20:19:48,0.00107,1.07,24.9,0,0
340,341,1,2,CC Chg,00:05:08,00:05:38,0.00098,1.077,8e-05,9e-05,2024-07-30 20:19:49,0.00105,1.0762,25.1,0,0
341,342,1,2,CC Chg,00:05:09,00:05:39,0.00099,1.0742,8e-05,9e-05,2024-07-30 20:19:50,0.00107,1.0711,25.1,0,0
342,343,1,2,CC Chg,00:05:10,00:05:40,0.00098,1.0763,9e-05,9e-05,2024-07-30 20:19:51,0.00105,1.0703,24.9,0,0
343,344,1,2,CC Chg,00:05:11,00:05:41,0.00099,1.0704,9e-05,9e-05,2024-07-30 20:19:52,0.00106,1.0776,25.1,0,0
344,345,1,2,CC Chg,00:05:12,00:05:42,0.00098,1.0757,9e-05,9e-05,2024-07-30 20:19:53,0.00105,1.0711,24.9,0,0
345,346,1,2,CC Chg,00:05:13,00:05:43,0.00099,1.0745,9e-05,9e-05,2024-07-30 20:19:54,0.00107,1.0679,25.1,0,0
346,347,1,2,CC Chg,00:05:14,00:05:44,0.00098,1.0714,9e-05,9e-05,2024-07-30 20:19:55,0.00105,1.0809,25.1,0,0
347,348,1,2,CC Chg,00:05:15,00:05:45,0.00099,1.0742,9e-05,9e-05,2024-07-30 20:19:56,0.00107,1.0725,24.9,0,0
348,349,1,2,CC Chg,00:05:16,00:05:46,0.00098,1.0714,9e-05,9e-05,2024-07-30 20:19:57,0.00105,1.0686,25.1,0,0
349,350,1,2,CC Chg,00:05:17,00:05:47,0.00099,1.0763,9e-05,9e-05,2024-07-30 20:19:58,0.00107,1.0712,24.9,0,0
350,351,1,2,CC Chg,00:05:18,00:05:48,0.00098,1.0714,9e-05,9e-05,2024-07-30 20:19:59,0.00105,1.0699,24.9,0,0
351,352,1,2,CC Chg,00:05:19,00:05:49,0.00098,1.076,9e-05,9e-05,2024-07-30 20:20:00,0.00105,1.0708,25.1,0,0
352,353,1,2,CC Chg,00:05:20,00:05:50,0.00099,1.0698,9e-05,9e-05,2024-07-30 20:20:01,0.00106,1.0714,25.1,0,0
353,354,1,2,CC Chg,00:05:21,00:05:51,0.00098,1.0729,9e-05,9e-05,2024-07-30 20:20:02,0.00105,1.0711,25.1,0,0
354,355,1,2,CC Chg,00:05:22,00:05:52,0.00099,1.0739,9e-05,9e-05,2024-07-30 20:20:03,0.00107,1.0688,24.9,0,0
355,356,1,2,CC Chg,00:05:23,00:05:53,0.00098,1.0701,9e-05,0.0001,2024-07-30 20:20:04,0.00105,1.07,24.9,0,0
356,357,1,2,CC Chg,00:05:24,00:05:54,0.00099,1.0723,9e-05,0.0001,2024-07-30 20:20:05,0.00106,1.0686,24.9,0,0
357,358,1,2,CC Chg,00:05:25,00:05:55,0.00098,1.0714,9e-05,0.0001,2024-07-30 20:20:06,0.00105,1.0703,25.1,0,0
358,359,1,2,CC Chg,00:05:26,00:05:56,0.00098,1.076,9e-05,0.0001,2024-07-30 20:20:07,0.00105,1.0708,24.9,0,0
359,360,1,2,CC Chg,00:05:27,00:05:57,0.00099,1.0698,9e-05,0.0001,2024-07-30 20:20:08,0.00106,1.0692,25.1,0,0
360,361,1,2,CC Chg,00:05:28,00:05:58,0.00098,1.0732,9e-05,0.0001,2024-07-30 20:20:09,0.00105,1.0697,25.1,0,0
